TimeStamp,faceId,interocularDistance,glasses,age,ethnicity,gender,dominantEmoji,pitch,yaw,roll,joy,fear,disgust,sadness,anger,surprise,contempt,valence,engagement,smile,innerBrowRaise,browRaise,browFurrow,noseWrinkle,upperLipRaise,lipCornerDepressor,chinRaise,lipPucker,lipPress,lipSuck,mouthOpen,smirk,eyeClosure,attention,eyeWiden,cheekRaise,lidTighten,dimpler,lipStretch,jawDrop,relaxed,smiley,laughing,kissing,disappointed,rage,smirk,wink,stuckOutTongueWinkingEye,stuckOutTongue,flushed,scream,
90.2400nan,nan,no,unknown,unknown,unknown,unknown,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
90.2800nan,nan,no,unknown,unknown,unknown,unknown,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
90.3200nan,nan,no,unknown,unknown,unknown,unknown,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
90.3600nan,nan,no,unknown,unknown,unknown,unknown,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
90.4000nan,nan,no,unknown,unknown,unknown,unknown,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
90.4400nan,nan,no,unknown,unknown,unknown,unknown,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
90.4800nan,nan,no,unknown,unknown,unknown,unknown,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
90.5200nan,nan,no,unknown,unknown,unknown,unknown,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
90.5600nan,nan,no,unknown,unknown,unknown,unknown,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
90.6000nan,nan,no,unknown,unknown,unknown,unknown,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
90.6400nan,nan,no,unknown,unknown,unknown,unknown,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
90.6800nan,nan,no,unknown,unknown,unknown,unknown,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
90.7200,3,408.0167,no,unknown,unknown,unknown,Unknown,-10.5438,-2.8499,-7.3079,0.0019,0.0048,0.7595,0.0232,0.0041,0.2058,0.1903,-2.2174,0.1204,0.2557,0.3392,0.0154,0.0002,4.6725,0.0001,0.0026,0.0252,0.0047,0.0130,0.0790,1.2292,0.0638,0.0000,97.8752,0.0022,0.0050,2.0215,0.0057,0.0016,0.1267,0.0019,0.0013,0.0013,0.0018,0.0018,0.0041,0.0000,0.0020,2.2980,2.2980,0.0018,0.0282,
90.7600,3,408.5143,no,unknown,unknown,unknown,Unknown,-7.4300,0.0983,-6.7381,0.0021,0.0050,0.5764,0.0225,0.0041,0.2166,0.1872,-0.9272,0.1097,0.4864,0.5918,0.0155,0.0002,2.4078,0.0001,0.0024,0.0259,0.0231,0.0253,0.0563,2.1976,0.0732,0.0000,98.7634,0.0146,0.0048,1.6437,0.0070,0.0027,0.1567,0.0020,0.0015,0.0015,0.0018,0.0018,0.0041,0.0000,0.0020,2.2980,2.2980,0.0018,0.0282,
90.8000,3,410.3222,no,unknown,unknown,unknown,Unknown,-7.6140,-0.0406,-6.3785,0.0025,0.0055,0.5781,0.0190,0.0040,0.2486,0.1769,-0.1111,0.1370,1.2280,0.4280,0.0227,0.0001,2.3584,0.0001,0.0022,0.0236,0.0299,0.0253,0.0559,5.3628,0.0607,0.0000,98.7774,0.0280,0.0039,1.3009,0.0077,0.0034,0.1529,0.0021,0.0016,0.0015,0.0018,0.0018,0.0040,0.0000,0.0019,2.2980,2.2980,0.0018,0.0282,
90.8400,3,406.6585,no,unknown,unknown,unknown,Unknown,-7.7742,0.0912,-6.7158,0.0033,0.0061,0.5847,0.0153,0.0036,0.2978,0.1590,1.1138,0.1847,2.6369,0.5824,0.0299,0.0001,2.6283,0.0002,0.0015,0.0267,0.0841,0.0165,0.0730,9.2751,0.0478,0.0000,98.7651,0.0221,0.0044,1.3207,0.0049,0.0027,0.1749,0.0023,0.0017,0.0015,0.0018,0.0018,0.0036,0.0000,0.0019,2.2982,2.2982,0.0018,0.0282,
90.8800,3,409.7246,no,unknown,unknown,unknown,Unknown,-9.5218,0.0798,-6.3139,0.0043,0.0088,0.7534,0.0108,0.0034,0.4415,0.1515,1.2094,0.3762,3.2725,0.4527,0.0268,0.0002,3.7438,0.0004,0.0016,0.0514,0.0740,0.0108,0.1223,18.1483,0.0412,0.0000,98.7679,0.0214,0.0033,1.2468,0.0044,0.0026,0.1967,0.0025,0.0018,0.0014,0.0018,0.0018,0.0034,0.0000,0.0019,2.2985,2.2985,0.0018,0.0282,
90.9200,3,405.3526,no,unknown,unknown,unknown,Unknown,-9.2584,-2.8529,-5.6663,0.0059,0.0137,1.0063,0.0074,0.0032,0.6993,0.1440,1.2537,0.8506,3.9616,0.4893,0.0259,0.0003,4.9753,0.0008,0.0014,0.0719,0.0484,0.0116,0.1618,28.4057,0.0487,0.0000,97.8740,0.0256,0.0041,1.1481,0.0040,0.0021,0.2320,0.0027,0.0019,0.0012,0.0018,0.0018,0.0032,0.0000,0.0019,2.2988,2.2988,0.0018,0.0282,
90.9600,3,410.4957,no,unknown,unknown,unknown,Unknown,-10.2438,-1.5018,-7.2338,0.0047,0.0112,1.0088,0.0092,0.0033,0.5550,0.1519,0.3181,0.6053,3.2583,0.5610,0.0259,0.0004,5.3955,0.0009,0.0011,0.0605,0.0259,0.0114,0.1761,23.1881,0.0604,0.0000,98.3692,0.0215,0.0038,1.0887,0.0042,0.0021,0.1944,0.0028,0.0019,0.0012,0.0018,0.0018,0.0033,0.0000,0.0019,2.2989,2.2989,0.0018,0.0282,
91.0000,3,416.0397,no,unknown,unknown,unknown,Unknown,-9.4613,-3.2868,-12.3505,0.0036,0.0089,1.1601,0.0121,0.0034,0.4219,0.1636,-1.3836,0.4355,2.2830,0.5643,0.0247,0.0005,6.8861,0.0011,0.0013,0.0462,0.0278,0.0106,0.1231,17.0650,0.0717,0.0000,97.6857,0.0262,0.0034,1.0635,0.0044,0.0018,0.1776,0.0028,0.0018,0.0012,0.0018,0.0018,0.0034,0.0000,0.0019,2.2989,2.2989,0.0018,0.0282,
91.0400,3,412.2223,no,unknown,unknown,unknown,Unknown,-10.2626,-0.6187,-1.5693,0.0032,0.0080,1.1187,0.0138,0.0035,0.3687,0.1694,-1.7777,0.3491,1.8362,0.5729,0.0250,0.0006,6.7908,0.0009,0.0014,0.0328,0.0183,0.0077,0.1136,14.0536,0.0826,0.0000,98.6296,0.0315,0.0028,1.0136,0.0045,0.0020,0.1523,0.0028,0.0018,0.0013,0.0018,0.0018,0.0035,0.0000,0.0019,2.2988,2.2988,0.0018,0.0282,
91.0800,3,420.8127,no,unknown,unknown,unknown,Unknown,-9.2289,-2.1202,-2.7254,0.0028,0.0077,1.0706,0.0152,0.0037,0.3416,0.1781,-2.1729,0.3002,1.1762,0.4944,0.0206,0.0006,6.3193,0.0009,0.0017,0.0265,0.0187,0.0085,0.0990,12.4042,0.0893,0.0000,98.1584,0.0178,0.0024,0.9909,0.0049,0.0021,0.1498,0.0027,0.0017,0.0013,0.0018,0.0018,0.0037,0.0000,0.0019,2.2988,2.2988,0.0018,0.0282,
91.1200,3,422.2538,no,unknown,unknown,unknown,Unknown,-9.7048,-0.4050,-2.2274,0.0024,0.0069,0.7900,0.0172,0.0040,0.3003,0.1850,-1.5157,0.2076,0.6662,0.4796,0.0161,0.0006,3.9990,0.0008,0.0024,0.0235,0.0159,0.0072,0.0917,9.5481,0.0846,0.4847,98.6862,0.0115,0.0012,0.7225,0.0050,0.0022,0.1278,0.0027,0.0017,0.0014,0.0018,0.0018,0.0040,0.0000,0.0019,2.2987,2.2987,0.0018,0.0282,
91.1600,3,418.8887,no,unknown,unknown,unknown,Unknown,-10.1901,-0.2379,-2.9016,0.0024,0.0071,0.6869,0.0169,0.0041,0.3070,0.1862,-0.9136,0.1974,0.6250,0.4284,0.0141,0.0006,2.7571,0.0009,0.0027,0.0180,0.0228,0.0052,0.0757,10.0806,0.1207,1.1273,98.7288,0.0080,0.0016,0.6833,0.0047,0.0021,0.1215,0.0026,0.0017,0.0014,0.0018,0.0018,0.0041,0.0000,0.0019,2.2987,2.2987,0.0018,0.0282,
91.2000,3,412.7859,no,unknown,unknown,unknown,Unknown,-9.2271,-1.1221,-5.2598,0.0024,0.0070,0.6363,0.0171,0.0041,0.3044,0.1862,-0.5940,0.1865,0.6670,0.4721,0.0131,0.0006,2.1851,0.0009,0.0029,0.0169,0.0210,0.0048,0.0618,9.8582,0.1475,0.0105,98.4866,0.0063,0.0023,0.7724,0.0049,0.0021,0.1176,0.0026,0.0017,0.0014,0.0018,0.0018,0.0041,0.0000,0.0019,2.2986,2.2986,0.0018,0.0282,
91.2400,3,419.3481,no,unknown,unknown,unknown,Unknown,-7.4641,-2.2478,-4.4676,0.0023,0.0063,0.5824,0.0184,0.0041,0.2750,0.1869,-0.4062,0.1542,0.6600,0.4969,0.0118,0.0006,1.7895,0.0011,0.0026,0.0185,0.0206,0.0050,0.0459,7.5837,0.1802,0.0007,98.1117,0.0055,0.0023,0.7489,0.0046,0.0019,0.1165,0.0025,0.0017,0.0014,0.0018,0.0018,0.0041,0.0000,0.0019,2.2986,2.2986,0.0018,0.0282,
91.2800,3,424.6746,no,unknown,unknown,unknown,Unknown,-8.3242,-2.4865,-3.9481,0.0023,0.0064,0.5885,0.0185,0.0042,0.2775,0.1905,-0.5725,0.1560,0.4570,0.4628,0.0093,0.0008,1.7333,0.0012,0.0034,0.0199,0.0187,0.0053,0.0459,7.8090,0.2168,0.1309,98.0212,0.0030,0.0013,0.6277,0.0042,0.0019,0.1142,0.0025,0.0017,0.0014,0.0018,0.0018,0.0042,0.0000,0.0019,2.2986,2.2986,0.0018,0.0282,
91.3200,3,419.8612,no,unknown,unknown,unknown,Unknown,-8.6467,0.7872,-3.0732,0.0023,0.0067,0.6102,0.0182,0.0042,0.2866,0.1934,-0.7457,0.1657,0.3407,0.4618,0.0068,0.0009,1.8547,0.0014,0.0036,0.0163,0.0245,0.0047,0.0375,8.5308,0.2767,9.5272,98.5833,0.0015,0.0015,0.6009,0.0031,0.0015,0.1034,0.0025,0.0017,0.0015,0.0018,0.0018,0.0042,0.0000,0.0019,2.2985,2.2985,0.0018,0.0282,
91.3600,3,420.3711,no,unknown,unknown,unknown,Unknown,-10.0145,1.8267,-3.4296,0.0022,0.0065,0.6261,0.0189,0.0042,0.2753,0.1969,-0.9796,0.1587,0.2399,0.4432,0.0067,0.0010,2.1344,0.0014,0.0042,0.0163,0.0269,0.0079,0.0294,7.6455,0.3719,0.0227,98.2616,0.0015,0.0016,0.6381,0.0036,0.0015,0.1003,0.0024,0.0017,0.0015,0.0018,0.0018,0.0042,0.0000,0.0019,2.2985,2.2985,0.0018,0.0282,
91.4000,3,416.5643,no,unknown,unknown,unknown,Unknown,-5.9235,-2.2405,-4.2712,0.0022,0.0066,0.6392,0.0187,0.0042,0.2812,0.2013,-1.0767,0.1645,0.1984,0.5080,0.0078,0.0008,2.2129,0.0017,0.0049,0.0116,0.0377,0.0111,0.0196,8.0727,0.5539,0.0001,98.1144,0.0017,0.0023,0.6284,0.0034,0.0014,0.1005,0.0024,0.0017,0.0015,0.0018,0.0018,0.0042,0.0000,0.0019,2.2985,2.2985,0.0018,0.0282,
91.4400,3,417.8076,no,unknown,unknown,unknown,Unknown,-6.6015,-0.9247,-3.9447,0.0022,0.0065,0.6395,0.0190,0.0043,0.2762,0.2041,-1.1197,0.1606,0.1626,0.4750,0.0080,0.0007,2.2497,0.0018,0.0054,0.0092,0.0435,0.0120,0.0158,7.7005,0.6579,0.0000,98.5444,0.0016,0.0025,0.6883,0.0039,0.0013,0.0974,0.0024,0.0017,0.0015,0.0018,0.0018,0.0043,0.0000,0.0019,2.2984,2.2984,0.0018,0.0282,
91.4800,3,423.4418,no,unknown,unknown,unknown,Unknown,-6.9012,-2.0347,-4.6532,0.0021,0.0061,0.6079,0.0199,0.0043,0.2584,0.2072,-1.0418,0.1424,0.1270,0.4452,0.0082,0.0007,2.0359,0.0018,0.0053,0.0117,0.0442,0.0182,0.0151,6.2278,0.7758,0.0000,98.1891,0.0019,0.0025,0.7761,0.0049,0.0012,0.0877,0.0023,0.0017,0.0015,0.0018,0.0018,0.0043,0.0000,0.0019,2.2984,2.2984,0.0018,0.0282,
91.5200,3,416.4655,no,unknown,unknown,unknown,Unknown,-5.9144,-2.1185,-3.6752,0.0021,0.0060,0.6262,0.0203,0.0043,0.2530,0.2108,-1.1949,0.1408,0.1403,0.4725,0.0090,0.0005,2.3537,0.0021,0.0052,0.0128,0.0558,0.0165,0.0143,5.7449,0.9464,0.0000,98.1590,0.0023,0.0035,0.8044,0.0051,0.0011,0.0890,0.0023,0.0017,0.0015,0.0018,0.0018,0.0043,0.0000,0.0019,2.2984,2.2984,0.0018,0.0282,
91.5600,3,422.2380,no,unknown,unknown,unknown,Unknown,-6.5740,-2.1545,-4.0558,0.0020,0.0057,0.5892,0.0209,0.0043,0.2432,0.2129,-1.0495,0.1286,0.1099,0.4815,0.0092,0.0005,1.9759,0.0021,0.0052,0.0188,0.0635,0.0440,0.0162,4.8586,1.0169,0.0000,98.1460,0.0023,0.0039,0.8720,0.0066,0.0012,0.0858,0.0023,0.0017,0.0015,0.0018,0.0018,0.0043,0.0000,0.0019,2.2983,2.2983,0.0018,0.0282,
91.6000,3,416.1527,no,unknown,unknown,unknown,Unknown,-6.1916,-2.5081,-4.0466,0.0020,0.0057,0.5938,0.0210,0.0043,0.2436,0.2164,-1.0930,0.1291,0.1301,0.5667,0.0111,0.0005,2.0520,0.0022,0.0056,0.0227,0.0719,0.0423,0.0159,4.8367,1.1891,0.0000,98.0128,0.0040,0.0059,0.9529,0.0068,0.0011,0.0868,0.0023,0.0017,0.0015,0.0018,0.0018,0.0043,0.0000,0.0019,2.2983,2.2983,0.0018,0.0282,
91.6400,3,420.7690,no,unknown,unknown,unknown,Unknown,-6.8233,-0.5683,-3.9660,0.0020,0.0055,0.5624,0.0217,0.0043,0.2347,0.2255,-0.9413,0.1187,0.1676,0.6443,0.0147,0.0004,1.7624,0.0021,0.0055,0.0299,0.0740,0.0706,0.0150,3.9455,1.6019,0.0000,98.6431,0.0075,0.0133,1.3314,0.0086,0.0012,0.0873,0.0023,0.0017,0.0015,0.0018,0.0018,0.0043,0.0000,0.0019,2.2983,2.2983,0.0018,0.0282,
91.6800,3,424.6039,no,unknown,unknown,unknown,Unknown,-5.5101,-0.9034,-3.8280,0.0020,0.0055,0.5573,0.0219,0.0043,0.2352,0.2208,-0.9564,0.1178,0.1376,0.7474,0.0183,0.0004,1.6754,0.0023,0.0060,0.0352,0.0975,0.0612,0.0135,3.9221,1.3802,0.0000,98.5504,0.0135,0.0159,1.4772,0.0092,0.0012,0.0855,0.0022,0.0017,0.0015,0.0018,0.0018,0.0043,0.0000,0.0019,2.2983,2.2983,0.0018,0.0282,
91.7200,3,428.9539,no,unknown,unknown,unknown,Unknown,-7.7593,2.5430,-3.5116,0.0020,0.0055,0.5554,0.0222,0.0043,0.2319,0.2190,-0.9885,0.1152,0.0948,0.7229,0.0189,0.0003,1.6706,0.0023,0.0069,0.0411,0.1129,0.0418,0.0177,3.6224,1.2757,0.0000,97.9992,0.0231,0.0129,1.3388,0.0117,0.0012,0.0807,0.0022,0.0017,0.0015,0.0018,0.0018,0.0043,0.0000,0.0019,2.2983,2.2983,0.0018,0.0282,
91.7600,3,422.7418,no,unknown,unknown,unknown,Unknown,-4.8912,-0.5868,-3.3495,0.0020,0.0055,0.5268,0.0224,0.0043,0.2317,0.2203,-0.8248,0.1112,0.0732,0.7959,0.0225,0.0004,1.2451,0.0027,0.0070,0.0360,0.1651,0.0594,0.0219,3.5538,1.3162,0.0000,98.6382,0.0401,0.0124,1.3031,0.0141,0.0012,0.0749,0.0022,0.0017,0.0015,0.0018,0.0018,0.0043,0.0000,0.0019,2.2983,2.2983,0.0018,0.0282,
91.8000,3,423.5699,no,unknown,unknown,unknown,Unknown,-4.0216,-0.8148,-3.5058,0.0020,0.0054,0.5216,0.0227,0.0043,0.2299,0.2211,-0.8232,0.1089,0.0842,0.9050,0.0328,0.0003,1.2094,0.0029,0.0075,0.0346,0.1898,0.0550,0.0249,3.2908,1.3563,0.0000,98.5755,0.1073,0.0248,1.5988,0.0204,0.0011,0.0703,0.0022,0.0017,0.0015,0.0018,0.0018,0.0043,0.0000,0.0019,2.2983,2.2983,0.0018,0.0282,
91.8400,3,416.9379,no,unknown,unknown,unknown,Unknown,-5.3285,-1.6178,-4.7192,0.0020,0.0054,0.5159,0.0231,0.0043,0.2285,0.2191,-0.8430,0.1067,0.0897,1.0483,0.0462,0.0003,1.1610,0.0034,0.0082,0.0477,0.2410,0.0701,0.0278,3.0496,1.2770,0.0000,98.3315,0.2391,0.0337,1.8553,0.0275,0.0010,0.0672,0.0022,0.0017,0.0015,0.0019,0.0018,0.0043,0.0000,0.0019,2.2982,2.2982,0.0018,0.0282,
91.8800,3,423.9205,no,unknown,unknown,unknown,Unknown,-4.4533,-1.6483,-4.4019,0.0019,0.0053,0.5124,0.0235,0.0043,0.2245,0.2213,-0.8849,0.1035,0.0723,1.0967,0.0433,0.0003,1.1623,0.0036,0.0098,0.0548,0.2605,0.0846,0.0342,2.6254,1.3575,0.0000,98.3215,0.3076,0.0345,1.8099,0.0329,0.0010,0.0635,0.0022,0.0017,0.0016,0.0019,0.0018,0.0043,0.0000,0.0019,2.2982,2.2982,0.0018,0.0282,
91.9200,3,429.5884,no,unknown,unknown,unknown,Unknown,-8.6905,1.7381,-4.9799,0.0019,0.0051,0.5109,0.0240,0.0043,0.2177,0.2195,-0.9459,0.0993,0.0513,1.0488,0.0382,0.0003,1.2253,0.0036,0.0122,0.0687,0.3117,0.1317,0.0404,1.9781,1.2653,0.0000,98.2916,0.4058,0.0316,1.7497,0.0509,0.0010,0.0562,0.0021,0.0016,0.0016,0.0019,0.0018,0.0043,0.0000,0.0019,2.2981,2.2981,0.0018,0.0281,
91.9600,3,422.9809,no,unknown,unknown,unknown,Unknown,-6.6261,-3.5940,-6.0076,0.0019,0.0050,0.5168,0.0245,0.0043,0.2136,0.2237,-1.1088,0.0970,0.0411,1.1621,0.0366,0.0004,1.3894,0.0033,0.0146,0.0905,0.4082,0.2153,0.0482,1.4861,1.4381,0.0000,97.5426,0.4882,0.0289,1.6341,0.0726,0.0010,0.0516,0.0020,0.0016,0.0016,0.0019,0.0018,0.0043,0.0000,0.0019,2.2980,2.2980,0.0018,0.0281,
92.0000,3,428.7756,no,unknown,unknown,unknown,Unknown,-9.3556,2.1441,-5.9500,0.0019,0.0050,0.5540,0.0247,0.0043,0.2129,0.2233,-1.4200,0.1001,0.0361,1.2285,0.0377,0.0003,1.9605,0.0036,0.0198,0.0969,0.5561,0.2179,0.0381,1.3655,1.4164,0.0000,98.1498,0.5718,0.0358,1.4433,0.0749,0.0009,0.0490,0.0020,0.0016,0.0016,0.0019,0.0018,0.0043,0.0000,0.0019,2.2980,2.2980,0.0018,0.0281,
92.0400,3,430.7490,no,unknown,unknown,unknown,Unknown,-10.0517,0.8174,-7.3009,0.0019,0.0050,0.5984,0.0246,0.0043,0.2112,0.2218,-1.6971,0.1043,0.0253,1.0674,0.0329,0.0003,2.5874,0.0039,0.0245,0.1279,0.7214,0.1693,0.0374,1.3016,1.3461,0.0000,98.5748,0.4995,0.0276,1.2259,0.0943,0.0009,0.0469,0.0019,0.0016,0.0016,0.0019,0.0018,0.0043,0.0000,0.0019,2.2979,2.2979,0.0018,0.0281,
92.0800,3,427.3634,no,unknown,unknown,unknown,Unknown,-13.3183,1.2296,-6.7418,0.0019,0.0050,0.6612,0.0245,0.0042,0.2106,0.2239,-2.0633,0.1103,0.0273,0.9904,0.0350,0.0003,3.3905,0.0049,0.0295,0.1320,0.9925,0.1327,0.0252,1.2865,1.4346,0.0000,98.4543,0.5117,0.0298,1.0563,0.0812,0.0008,0.0457,0.0019,0.0016,0.0016,0.0019,0.0018,0.0042,0.0000,0.0019,2.2979,2.2979,0.0018,0.0281,
92.1200,3,429.5249,no,unknown,unknown,unknown,Unknown,-15.3261,2.9118,-7.0207,0.0019,0.0050,0.7765,0.0244,0.0042,0.2103,0.2245,-2.6836,0.1213,0.0235,0.9247,0.0370,0.0003,4.6879,0.0058,0.0330,0.1427,1.3261,0.0715,0.0194,1.2877,1.4600,0.0000,97.8493,0.5367,0.0259,0.8558,0.0865,0.0007,0.0445,0.0019,0.0016,0.0016,0.0019,0.0018,0.0042,0.0000,0.0019,2.2979,2.2979,0.0018,0.0281,
92.1600,3,428.1483,no,unknown,unknown,unknown,Unknown,-14.8629,1.7788,-6.5142,0.0019,0.0049,0.8905,0.0243,0.0041,0.2094,0.2213,-3.2097,0.1345,0.0203,0.8399,0.0447,0.0003,5.7994,0.0069,0.0302,0.1571,1.6582,0.0354,0.0143,1.2489,1.3195,0.0000,98.2779,0.4541,0.0211,0.7013,0.0685,0.0006,0.0435,0.0019,0.0016,0.0016,0.0019,0.0018,0.0041,0.0000,0.0019,2.2979,2.2979,0.0018,0.0281,
92.2000,3,432.8618,no,unknown,unknown,unknown,Unknown,-15.9656,1.5108,-7.3020,0.0019,0.0049,1.0769,0.0242,0.0040,0.2084,0.2196,-3.9696,0.1521,0.0186,0.7355,0.0522,0.0003,7.3481,0.0080,0.0326,0.2153,1.8339,0.0137,0.0141,1.2020,1.2476,0.0000,98.3663,0.4124,0.0159,0.5777,0.0676,0.0005,0.0428,0.0019,0.0016,0.0016,0.0020,0.0018,0.0040,0.0000,0.0019,2.2978,2.2978,0.0018,0.0281,
92.2400,3,435.2484,no,unknown,unknown,unknown,Unknown,-13.9408,2.8220,-7.5936,0.0019,0.0049,1.0925,0.0241,0.0040,0.2078,0.2141,-4.0285,0.1578,0.0168,0.6697,0.0759,0.0003,7.4691,0.0097,0.0361,0.2645,2.2312,0.0068,0.0109,1.1565,1.0055,0.0000,97.8868,0.4675,0.0124,0.4545,0.0569,0.0004,0.0390,0.0019,0.0016,0.0015,0.0020,0.0018,0.0040,0.0000,0.0019,2.2978,2.2978,0.0018,0.0281,
92.2800,3,434.3255,no,unknown,unknown,unknown,Unknown,-15.5877,1.4616,-8.6089,0.0019,0.0049,1.1137,0.0242,0.0040,0.2081,0.2082,-4.1490,0.1719,0.0174,0.6917,0.1148,0.0003,7.6301,0.0098,0.0412,0.3673,3.2706,0.0050,0.0096,1.1233,0.7433,0.0000,98.3820,0.4747,0.0113,0.3756,0.0568,0.0004,0.0366,0.0019,0.0015,0.0015,0.0021,0.0018,0.0040,0.0000,0.0019,2.2978,2.2978,0.0018,0.0282,
92.3200,3,431.9947,no,unknown,unknown,unknown,Unknown,-13.7802,2.6514,-7.8448,0.0019,0.0049,1.0245,0.0242,0.0041,0.2074,0.2023,-3.8459,0.1783,0.0152,0.6805,0.1834,0.0003,6.9697,0.0110,0.0381,0.4666,4.4422,0.0040,0.0071,0.9789,0.4702,0.0000,97.9562,0.4368,0.0088,0.2889,0.0457,0.0003,0.0343,0.0019,0.0015,0.0015,0.0021,0.0018,0.0041,0.0000,0.0019,2.2978,2.2978,0.0018,0.0282,
92.3600,3,429.4818,no,unknown,unknown,unknown,Unknown,-13.0498,0.1594,-8.7134,0.0018,0.0048,1.0327,0.0243,0.0041,0.2071,0.2010,-3.9275,0.1880,0.0117,0.6663,0.2944,0.0003,7.0544,0.0114,0.0405,0.5913,5.1007,0.0043,0.0066,0.8341,0.4080,0.0000,98.7484,0.5122,0.0065,0.2091,0.0509,0.0004,0.0361,0.0019,0.0015,0.0015,0.0022,0.0018,0.0041,0.0000,0.0019,2.2978,2.2978,0.0018,0.0282,
92.4000,3,432.1160,no,unknown,unknown,unknown,Unknown,-12.0255,1.2674,-8.0715,0.0018,0.0049,0.9002,0.0242,0.0041,0.2091,0.1982,-3.3842,0.1881,0.0114,0.6843,0.5435,0.0003,5.9482,0.0124,0.0402,0.6019,6.2130,0.0049,0.0057,0.7668,0.2769,0.0000,98.4427,0.5791,0.0048,0.1664,0.0450,0.0003,0.0350,0.0018,0.0015,0.0015,0.0024,0.0018,0.0041,0.0000,0.0019,2.2978,2.2978,0.0019,0.0283,
92.4400,3,432.2948,no,unknown,unknown,unknown,Unknown,-13.8234,0.7548,-8.7502,0.0018,0.0049,0.8257,0.0242,0.0040,0.2118,0.1966,-3.0736,0.1923,0.0128,0.7619,0.9105,0.0003,5.2745,0.0119,0.0410,0.6085,7.2002,0.0099,0.0058,0.5890,0.1991,0.0000,98.5923,0.5803,0.0034,0.1412,0.0380,0.0004,0.0349,0.0018,0.0015,0.0015,0.0026,0.0018,0.0040,0.0000,0.0019,2.2978,2.2978,0.0019,0.0284,
92.4800,3,430.1355,no,unknown,unknown,unknown,Unknown,-11.5552,-0.0623,-8.9774,0.0018,0.0050,0.7924,0.0239,0.0039,0.2197,0.1950,-2.9145,0.2042,0.0134,0.7964,1.6837,0.0003,4.9511,0.0122,0.0435,0.5694,8.3645,0.0172,0.0058,0.5185,0.1216,0.0000,98.7721,0.8404,0.0023,0.1197,0.0355,0.0004,0.0350,0.0018,0.0014,0.0015,0.0028,0.0018,0.0039,0.0000,0.0019,2.2978,2.2978,0.0019,0.0285,
